source,dataset,accuracy,precision,recall,f1,f1_binary,f1_macro,precision_macro,recall_macro,roc_auc,pr_auc,ece,brier
exp_g1_binary_dynahate,dynahate,0.550242718446602,0.5503763049283806,0.9995590828924162,0.7098794426178174,0.7098794426178174,0.3549397213089087,0.2751881524641903,0.4997795414462081,0.554699790683412,0.5852096981838872,0.32830379523553893,0.35344242657143893
exp_g1_binary_dynahate,hateeval,0.446,0.43388429752066116,0.9859154929577465,0.6025824964131994,0.6025824964131994,0.3441955386356426,0.6231921487603306,0.5156058301025667,0.6199800428587786,0.51202784817836,0.366161404132843,0.3695580628683239
exp_g2_structured_dynahate,dynahate,0.7890776699029126,0.7965239508266214,0.8284832451499118,0.8121893235357683,0.8121893235357683,0.7858344901653378,0.7878133666682795,0.7846519897455823,0.8836180010361077,0.9026550318775327,0.06714076905394711,0.14317141155922497
exp_g2_structured_dynahate,hateeval,0.65,0.5811965811965812,0.6384976525821596,0.6085011185682326,0.6085011185682326,0.6460227111828505,0.6458614484930274,0.6485171189740067,0.672310284471054,0.5526650372607991,0.1385595404105261,0.24852380174678143
